id,year,month,category,type,amount
73,2022,10,要還錢/找零,expense,2448.0
74,2022,10,他人還款,income,1478.0
75,2022,10,現金回饋,income,168.0
76,2022,10,零用錢,income,16000.0
77,2022,10,清點差額,expense,351.0
78,2022,10,卡片儲值,expense,350.0
79,2022,10,服飾配件,expense,431.0
80,2022,10,3C,expense,2300.0
81,2022,10,天下掉下來,income,1.0
82,2022,10,代付,expense,111.0
83,2022,10,教育,expense,220.0
84,2022,10,網路雲端服務,expense,1399.0
85,2022,11,飲食,expense,7824.0
86,2022,11,還款,expense,256.0
87,2022,11,代付,expense,2861.0
88,2022,11,零用錢,income,15000.0
89,2022,11,他人還款,income,4659.0
90,2022,11,要還錢/找零,expense,200.0
91,2022,11,聚會,expense,50.0
92,2022,11,通勤交通,expense,1180.0
93,2022,11,服飾配件,expense,593.0
94,2022,11,買賣,income,1800.0
95,2022,11,卡片儲值,expense,500.0
96,2022,11,網路雲端服務,expense,1399.0
97,2022,11,量販雜貨,expense,356.0
98,2022,11,洗滌,expense,587.0
99,2022,11,稅金/費用,expense,3.0
100,2022,11,KTV,expense,290.0
101,2022,11,獎金,income,6400.0
102,2022,11,清點差額,expense,122.0
103,2022,11,結算差額,income,41.0
104,2022,11,教育,expense,140.0
105,2022,12,服飾配件,expense,1558.0
106,2022,12,飲食,expense,4977.0
107,2022,12,代付,expense,2936.0
108,2022,12,他人還款,income,2414.0
109,2022,12,旅行,expense,1600.0
110,2022,12,卡片儲值,expense,150.0
111,2022,12,還款,expense,1112.0
112,2022,12,零用錢,income,15000.0
113,2022,12,網路雲端服務,expense,1399.0
114,2022,12,現金回饋,income,14.0
115,2022,12,獎金,income,4996.0
116,2022,12,代理保管,income,30.0
117,2022,12,量販雜貨,expense,1240.0
118,2022,12,結算差額,income,30.0
119,2022,12,KTV,expense,296.0
120,2022,12,通勤交通,expense,890.0
121,2022,12,存款利息,income,183.0
122,2022,12,清點差額,expense,138.0
123,2023,1,獎金,income,10000.0
124,2023,1,飲食,expense,2907.0
125,2023,1,KTV,expense,100.0
126,2023,1,清點差額,expense,270.0
127,2023,1,洗滌,expense,10.0
128,2023,1,零用錢,income,15000.0
129,2023,1,現金回饋,income,17.0
130,2023,1,通勤交通,expense,886.0
131,2023,1,學習力,expense,5.0
132,2023,1,結算差額,income,5.0
133,2023,1,雲端服務,expense,98.0
134,2023,1,網路雲端服務,expense,1399.0
135,2023,1,存款利息,income,12.0
136,2023,1,卡片儲值,expense,100.0
137,2023,1,美容美髮,expense,119.0
138,2023,2,獎金,income,3110.0
139,2023,2,零用錢,income,18000.0
140,2023,2,飲食,expense,5047.0
141,2023,2,洗滌,expense,278.0
142,2023,2,現金回饋,income,2.0
143,2023,2,美容美髮,expense,49.0
144,2023,2,卡片儲值,expense,313.0
145,2023,2,服飾配件,expense,527.0
146,2023,2,網路雲端服務,expense,1399.0
147,2023,2,KTV,expense,1400.0
148,2023,2,清點差額,expense,24.0
149,2023,2,稅金/費用,expense,1.0
150,2023,2,抖內,income,1500.0
151,2023,2,通勤交通,expense,984.0
152,2023,2,影印,expense,10.0
153,2023,2,量販雜貨,expense,244.0
154,2023,2,他人還款,income,17615.0
155,2023,2,學習力,expense,8779.0
156,2023,2,結算差額,income,72.0
157,2023,2,還款,expense,520.0
158,2023,2,代付,expense,20888.0
159,2023,2,存款利息,income,49.0
160,2023,3,通勤交通,expense,2694.0
161,2023,3,飲食,expense,6900.0
162,2023,3,代付,expense,52120.0
163,2023,3,美容美髮,expense,100.0
164,2023,3,清點差額,expense,252.0
165,2023,3,結算差額,income,1.0
166,2023,3,量販雜貨,expense,417.0
167,2023,3,他人還款,income,4043.0
168,2023,3,零用錢,income,15003.0
169,2023,3,卡片儲值,expense,104.0
170,2023,3,服飾配件,expense,3070.0
171,2023,3,網路雲端服務,expense,1399.0
172,2023,3,現金回饋,income,297.0
173,2023,3,洗滌,expense,50.0
174,2023,3,存款利息,income,125.0
175,2023,3,雲端服務,expense,368.0
176,2023,3,獎金,income,1000.0
177,2023,4,卡片儲值,expense,339.0
178,2023,4,零用錢,income,21000.0
179,2023,4,抖內,income,3000.0
180,2023,4,網路雲端服務,expense,1399.0
181,2023,4,獎金,income,6200.0
182,2023,4,現金回饋,income,41.0
183,2023,4,代付,expense,2747.0
184,2023,4,通勤交通,expense,890.0
185,2023,4,他人還款,income,1515.0
186,2023,4,清點差額,expense,5.0
187,2023,4,KTV,expense,200.0
188,2023,4,飲食,expense,7287.0
189,2023,4,美容美髮,expense,319.0
190,2023,4,洗滌,expense,35.0
191,2023,4,存款利息,income,121.0
192,2023,4,量販雜貨,expense,109.0
193,2023,4,結算差額,income,201.0
194,2023,5,飲食,expense,7173.0
195,2023,5,清點差額,expense,434.0
196,2023,5,網路雲端服務,expense,1399.0
197,2023,5,洗滌,expense,50.0
198,2023,5,卡片儲值,expense,300.0
199,2023,5,零用錢,income,15000.0
200,2023,5,現金回饋,income,15.0
201,2023,5,禮品,expense,520.0
202,2023,5,抖內,income,6150.0
203,2023,5,服飾配件,expense,1021.0
204,2023,5,量販雜貨,expense,650.0
205,2023,5,代付,expense,2230.0
206,2023,5,他人還款,income,2599.0
207,2023,5,小數點折抵,income,40.0
208,2023,5,存款利息,income,141.0
209,2023,5,KTV,expense,620.0
210,2023,5,還款,expense,100.0
211,2023,5,結算差額,income,145.0
212,2023,6,飲食,expense,6560.0
213,2023,6,洗滌,expense,27.0
214,2023,6,他人還款,income,1479.0
215,2023,6,清點差額,expense,15.0
216,2023,6,現金回饋,income,46.0
217,2023,6,獎金,income,1500.0
218,2023,6,卡片儲值,expense,348.0
219,2023,6,結算差額,income,145.0
220,2023,6,小數點折抵,income,100.0
221,2023,6,量販雜貨,expense,96.0
222,2023,6,零用錢,income,10000.0
223,2023,6,代付,expense,602.0
224,2023,6,代理保管,income,1050.0
225,2023,6,3C,expense,1107.0
226,2023,6,存款利息,income,682.0
227,2023,6,雲端服務,expense,247.0
228,2023,6,網路雲端服務,expense,534.0
229,2023,6,服飾配件,expense,652.0
230,2023,6,KTV,expense,120.0
231,2023,7,飲食,expense,1047.0
232,2023,7,KTV,expense,460.0
233,2023,7,現金回饋,income,47.0
234,2023,7,抖內,income,1100.0
235,2023,7,卡片儲值,expense,300.0
236,2023,7,清點差額,expense,10.0
237,2023,7,還款,expense,238.0
238,2023,7,代付,expense,1615.0
239,2023,7,服飾配件,expense,250.0
240,2023,7,他人還款,income,1232.0
241,2023,7,保養維修,expense,300.0
242,2023,7,存款利息,income,149.0
243,2023,7,零用錢,income,2000.0
244,2023,7,美容美髮,expense,100.0
245,2023,8,飲食,expense,1017.0
246,2023,8,抖內,income,3700.0
247,2023,8,卡片儲值,expense,300.0
248,2023,8,網路雲端服務,expense,1001.0
249,2023,8,要還錢/找零,expense,1068.0
250,2023,8,現金回饋,income,46.0
251,2023,8,還款,expense,453.0
252,2023,8,通勤交通,expense,441.0
253,2023,8,投資,expense,1483.0
254,2023,8,洗滌,expense,495.0
255,2023,8,保險,expense,1992.0
256,2023,8,保養維修,expense,100.0
257,2023,8,存款利息,income,152.0
258,2023,8,他人還款,income,3350.0
259,2023,8,服飾配件,expense,250.0
260,2023,8,代付,expense,3223.0
261,2023,8,獎金,income,2000.0
262,2023,9,投資,expense,1756.0
263,2023,9,代付,expense,1050.0
264,2023,9,他人還款,income,2480.0
265,2023,9,零用錢,income,22000.0
266,2023,9,抖內,income,200.0
267,2023,9,清點差額,expense,796.0
268,2023,9,飲食,expense,8095.0
269,2023,9,洗滌,expense,110.0
270,2023,9,通勤交通,expense,2728.0
271,2023,9,小數點折抵,income,250.0
272,2023,9,股息,income,7.0
273,2023,9,結算差額,income,10.0
274,2023,9,買賣,income,150.0
275,2023,9,停車費,expense,50.0
276,2023,9,學習力,expense,510.0
277,2023,9,存款利息,income,101.0
278,2023,9,服飾配件,expense,1070.0
279,2023,9,網路雲端服務,expense,449.0
280,2023,9,卡片儲值,expense,500.0
281,2023,9,獎金,income,2800.0
282,2023,9,還款,expense,395.0
283,2023,9,現金回饋,income,39.0
284,2023,9,量販雜貨,expense,517.0
285,2023,9,代理保管,income,20100.0
286,2023,9,KTV,expense,164.0
287,2023,10,飲食,expense,8738.0
288,2023,10,量販雜貨,expense,847.0
289,2023,10,零用錢,income,21500.0
290,2023,10,稅金/費用,expense,30.0
291,2023,10,聚會,expense,630.0
292,2023,10,他人還款,income,6636.0
293,2023,10,洗滌,expense,228.0
294,2023,10,投資,expense,1735.0
295,2023,10,KTV,expense,1664.0
296,2023,10,學習力,expense,30.0
297,2023,10,通勤交通,expense,492.0
298,2023,10,工資,income,3600.0
299,2023,10,獎金,income,8400.0
300,2023,10,代付,expense,28033.0
301,2023,10,清點差額,expense,579.0
302,2023,10,卡片儲值,expense,100.0
303,2023,10,加油,expense,634.0
304,2023,10,結算差額,income,25.0
305,2023,10,要還錢/找零,expense,1050.0
306,2023,10,服飾配件,expense,1713.0
307,2023,10,小數點折抵,income,30.0
308,2023,10,美容美髮,expense,100.0
309,2023,10,存款利息,income,94.0
310,2023,10,現金回饋,income,14.0
311,2023,10,禮品,expense,276.0
312,2023,10,停車費,expense,100.0
313,2023,10,網路雲端服務,expense,599.0
314,2023,11,飲食,expense,8002.0
315,2023,11,小數點折抵,income,10.0
316,2023,11,KTV,expense,440.0
317,2023,11,停車費,expense,30.0
318,2023,11,他人還款,income,2940.0
319,2023,11,網路雲端服務,expense,122.0
320,2023,11,量販雜貨,expense,264.0
321,2023,11,加油,expense,393.0
322,2023,11,投資,expense,2034.0
323,2023,11,零用錢,income,16000.0
324,2023,11,聚會,expense,529.0
325,2023,11,清點差額,expense,1008.0
326,2023,11,洗滌,expense,50.0
327,2023,11,代付,expense,1108.0
328,2023,11,美容美髮,expense,597.0
329,2023,11,工資,income,1020.0
330,2023,11,要還錢/找零,expense,298.0
331,2023,11,存款利息,income,114.0
332,2023,11,服飾配件,expense,1639.0
333,2023,11,獎金,income,3000.0
334,2023,11,清點差額,income,41.0
335,2023,11,現金回饋,income,32.0
336,2023,11,醫療,expense,200.0
337,2023,12,飲食,expense,8093.0
338,2023,12,量販雜貨,expense,104.0
339,2023,12,清點差額,income,1.0
340,2023,12,代付,expense,4427.0
341,2023,12,他人還款,income,3140.0
342,2023,12,零用錢,income,27000.0
343,2023,12,投資,expense,2017.0
344,2023,12,聚會,expense,400.0
345,2023,12,獎金,income,1000.0
346,2023,12,運動,expense,90.0
347,2023,12,網路雲端服務,expense,1408.0
348,2023,12,加油,expense,219.0
349,2023,12,小數點折抵,income,30.0
350,2023,12,清點差額,expense,377.0
351,2023,12,洗滌,expense,40.0
352,2023,12,通勤交通,expense,1178.0
353,2023,12,服飾配件,expense,3966.0
354,2023,12,工資,income,766.0
355,2023,12,存款利息,income,939.0
356,2023,12,抖內,income,1000.0
357,2023,12,保養維修,expense,350.0
358,2023,12,現金回饋,income,12.0
359,2023,12,結算差額,income,108.0
360,2023,12,3C,expense,29000.0
361,2024,1,飲食,expense,4468.0
362,2024,1,禮品,expense,640.0
363,2024,1,卡片儲值,expense,100.0
364,2024,1,清點差額,income,626.0
365,2024,1,美容美髮,expense,100.0
366,2024,1,抖內,income,3600.0
367,2024,1,加油,expense,91.0
368,2024,1,投資,expense,2040.0
369,2024,1,零用錢,income,6200.0
370,2024,1,洗滌,expense,30.0
371,2024,1,網路雲端服務,expense,220.0
372,2024,1,通勤交通,expense,850.0
373,2024,1,KTV,expense,1000.0
374,2024,1,工資,income,1716.0
375,2024,1,存款利息,income,116.0
376,2024,1,現金回饋,income,150.0
377,2024,1,服飾配件,expense,310.0
378,2024,1,代付,expense,3660.0
379,2024,1,他人還款,income,1150.0
380,2024,2,洗滌,expense,40.0
381,2024,2,加油,expense,201.0
382,2024,2,代付,expense,22479.0
383,2024,2,他人還款,income,13122.0
384,2024,2,稅金/費用,expense,1392.0
385,2024,2,保養維修,expense,1900.0
386,2024,2,KTV,expense,200.0
387,2024,2,網路雲端服務,expense,1329.0
388,2024,2,飲食,expense,5247.0
389,2024,2,服飾配件,expense,1701.0
390,2024,2,卡片儲值,expense,100.0
391,2024,2,零用錢,income,6000.0
392,2024,2,清點差額,income,1131.0
393,2024,2,獎金,income,14000.0
394,2024,2,醫療,expense,219.0
395,2024,2,代理保管,income,9520.0
396,2024,2,存款利息,income,98.0
397,2024,2,量販雜貨,expense,278.0
398,2024,2,通勤交通,expense,2745.0
399,2024,2,日用品,expense,80.0
400,2024,2,現金回饋,income,16.0
401,2024,2,美容美髮,expense,100.0
402,2024,3,加油,expense,408.0
403,2024,3,飲食,expense,7240.0
404,2024,3,通勤交通,expense,1475.0
405,2024,3,他人還款,income,1750.0
406,2024,3,運動,expense,420.0
407,2024,3,零用錢,income,21000.0
408,2024,3,醫療,expense,2150.0
409,2024,3,圖書/考試,expense,450.0
410,2024,3,旅行,expense,1454.0
411,2024,3,卡片儲值,expense,100.0
412,2024,3,聚會,expense,612.0
413,2024,3,停車費,expense,40.0
414,2024,3,洗滌,expense,50.0
415,2024,3,量販雜貨,expense,363.0
416,2024,3,3C,expense,589.0
417,2024,3,清點差額,expense,59.0
418,2024,3,服飾配件,expense,320.0
419,2024,3,工資,income,1155.0
420,2024,3,小數點折抵,income,30.0
421,2024,3,日用品,expense,279.0
422,2024,3,代付,expense,1984.0
423,2024,3,美容美髮,expense,100.0
424,2024,3,存款利息,income,94.0
425,2024,3,其他,expense,2.0
426,2024,3,要還錢/找零,expense,752.0
427,2024,3,遊戲,expense,100.0
428,2024,3,網路雲端服務,expense,150.0
429,2024,3,股息,income,172.0
430,2024,3,現金回饋,income,12.0
431,2024,4,聚會,expense,620.0
432,2024,4,清點差額,income,219.0
433,2024,4,飲食,expense,7735.0
434,2024,4,量販雜貨,expense,437.0
435,2024,4,理賠/補助,income,3550.0
436,2024,4,卡片儲值,expense,50.0
437,2024,4,通勤交通,expense,76.0
438,2024,4,洗滌,expense,69.0
439,2024,4,服飾配件,expense,2347.0
440,2024,4,他人還款,income,4322.0
441,2024,4,代付,expense,5365.0
442,2024,4,零用錢,income,17000.0
443,2024,4,美容美髮,expense,189.0
444,2024,4,電影,expense,300.0
445,2024,4,網路雲端服務,expense,1748.0
446,2024,4,工資,income,2311.0
447,2024,4,保養維修,expense,400.0
448,2024,4,停車費,expense,20.0
449,2024,4,存款利息,income,106.0
450,2024,4,現金回饋,income,658.0
451,2024,4,要還錢/找零,expense,1110.0
452,2024,4,加油,expense,89.0
453,2024,4,代理保管,income,10950.0
454,2024,4,清點差額,expense,145.0
455,2024,4,3C,expense,6520.0
456,2024,5,飲食,expense,6164.0
457,2024,5,通勤交通,expense,662.0
458,2024,5,洗滌,expense,50.0
459,2024,5,他人還款,income,1951.0
460,2024,5,要還錢/找零,expense,4749.0
461,2024,5,零用錢,income,27200.0
462,2024,5,停車費,expense,60.0
463,2024,5,代付,expense,2793.0
464,2024,5,加油,expense,400.0
465,2024,5,代理保管,income,1300.0
466,2024,5,遊戲,expense,20.0
467,2024,5,工資,income,1330.0
468,2024,5,清點差額,expense,475.0
469,2024,5,日用品,expense,278.0
470,2024,5,運動,expense,105.0
471,2024,5,存款利息,income,134.0
472,2024,5,現金回饋,income,257.0
473,2024,5,網路雲端服務,expense,90.0
474,2024,5,KTV,expense,40.0
475,2024,6,飲食,expense,6289.0
476,2024,6,要還錢/找零,expense,1120.0
477,2024,6,零用錢,income,21500.0
478,2024,6,通勤交通,expense,1080.0
479,2024,6,清點差額,income,50.0
480,2024,6,洗滌,expense,110.0
481,2024,6,加油,expense,306.0
482,2024,6,獎金,income,200.0
483,2024,6,代付,expense,2792.0
484,2024,6,他人還款,income,3198.0
485,2024,6,租金,expense,31400.0
486,2024,6,日用品,expense,15.0
487,2024,6,工資,income,2665.0
488,2024,6,其他,expense,110.0
489,2024,6,清點差額,expense,285.0
490,2024,6,存款利息,income,956.0
491,2024,6,KTV,expense,400.0
492,2024,6,旅行,expense,2000.0
493,2024,6,卡片儲值,expense,100.0
494,2024,6,現金回饋,income,416.0
495,2024,6,網路雲端服務,expense,1288.0
496,2024,6,電影,expense,880.0
497,2024,6,服飾配件,expense,412.0
498,2024,7,飲食,expense,8245.0
499,2024,7,他人還款,income,2094.0
500,2024,7,抖內,income,30000.0
501,2024,7,零用錢,income,27000.0
502,2024,7,洗滌,expense,275.0
503,2024,7,理賠/補助,income,2880.0
504,2024,7,醫療,expense,2166.0
505,2024,7,影印,expense,19.0
506,2024,7,通勤交通,expense,620.0
507,2024,7,停車費,expense,80.0
508,2024,7,加油,expense,289.0
509,2024,7,服飾配件,expense,3651.0
510,2024,7,其他,expense,80.0
511,2024,7,日用品,expense,125.0
512,2024,7,保養維修,expense,300.0
513,2024,7,工資,income,533.0
514,2024,7,旅行,expense,1212.0
515,2024,7,存款利息,income,138.0
516,2024,7,現金回饋,income,282.0
517,2024,7,3C,expense,264.0
518,2024,7,代付,expense,9614.0
519,2024,7,網路雲端服務,expense,90.0
520,2024,7,雲端服務,expense,380.0
521,2024,7,美容美髮,expense,100.0
522,2024,8,飲食,expense,8636.0
523,2024,8,理賠/補助,income,2880.0
524,2024,8,洗滌,expense,280.0
525,2024,8,零用錢,income,24428.0
526,2024,8,日用品,expense,288.0
527,2024,8,KTV,expense,250.0
528,2024,8,加油,expense,197.0
529,2024,8,工資,income,14419.0
530,2024,8,服飾配件,expense,2477.0
531,2024,8,清點差額,income,744.0
532,2024,8,他人還款,income,1182.0
533,2024,8,卡片儲值,expense,160.0
534,2024,8,代付,expense,3727.0
535,2024,8,旅行,expense,1022.0
536,2024,8,停車費,expense,90.0
537,2024,8,網路購物,expense,399.0
538,2024,8,通勤交通,expense,677.0
539,2024,8,現金回饋,income,455.0
540,2024,8,存款利息,income,152.0
541,2024,8,抖內,income,2000.0
542,2024,8,網路雲端服務,expense,1288.0
543,2024,8,約會/請客,expense,540.0
544,2024,8,獎金,income,11000.0
545,2024,9,飲食,expense,8240.0
546,2024,9,美容美髮,expense,100.0
547,2024,9,日用品,expense,759.0
548,2024,9,他人還款,income,16567.0
549,2024,9,代付,expense,20816.0
550,2024,9,理賠/補助,income,2880.0
551,2024,9,停車費,expense,20.0
552,2024,9,加油,expense,368.0
553,2024,9,零用錢,income,16000.0
554,2024,9,遊戲,expense,100.0
555,2024,9,洗滌,expense,210.0
556,2024,9,工資,income,21654.0
557,2024,9,股息,income,1122.0
558,2024,9,代理保管,income,13260.0
559,2024,9,量販雜貨,expense,392.0
560,2024,9,要還錢/找零,expense,1080.0
561,2024,9,清點差額,expense,35.0
562,2024,9,網路購物,expense,96.0
563,2024,9,存款利息,income,180.0
564,2024,9,通勤交通,expense,660.0
565,2024,9,服飾配件,expense,539.0
566,2024,9,現金回饋,income,265.0
567,2024,9,醫療,expense,40.0
568,2024,9,網路雲端服務,expense,550.0
569,2024,9,圖書/考試,expense,405.0
570,2024,10,飲食,expense,6523.0
571,2024,10,加油,expense,525.0
572,2024,10,網路購物,expense,656.0
573,2024,10,他人還款,income,2619.0
574,2024,10,停車費,expense,50.0
575,2024,10,圖書/考試,expense,29.0
576,2024,10,服飾配件,expense,4620.0
577,2024,10,洗滌,expense,210.0
578,2024,10,清點差額,income,985.0
579,2024,10,美容美髮,expense,100.0
580,2024,10,零用錢,income,26500.0
581,2024,10,獎金,income,1500.0
582,2024,10,理賠/補助,income,2880.0
583,2024,10,日用品,expense,79.0
584,2024,10,工資,income,15317.0
585,2024,10,清點差額,expense,29.0
586,2024,10,保養維修,expense,290.0
587,2024,10,約會/請客,expense,80.0
588,2024,10,抖內,income,1000.0
589,2024,10,代付,expense,2409.0
590,2024,10,存款利息,income,247.0
591,2024,10,現金回饋,income,178.0
592,2024,10,網路雲端服務,expense,1445.0
593,2024,10,KTV,expense,638.0
594,2024,11,飲食,expense,7364.0
595,2024,11,理賠/補助,income,2880.0
596,2024,11,停車費,expense,40.0
597,2024,11,加油,expense,432.0
598,2024,11,服飾配件,expense,4954.0
599,2024,11,洗滌,expense,180.0
600,2024,11,零用錢,income,16000.0
601,2024,11,工資,income,13575.0
602,2024,11,日用品,expense,70.0
603,2024,11,清點差額,expense,1237.0
604,2024,11,美容美髮,expense,100.0
605,2024,11,他人還款,income,2839.0
606,2024,11,代付,expense,3463.0
607,2024,11,聚會,expense,410.0
608,2024,11,存款利息,income,284.0
609,2024,11,現金回饋,income,219.0
610,2024,11,網路雲端服務,expense,90.0
611,2024,11,抖內,income,200.0
612,2024,11,醫療,expense,100.0
613,2024,12,飲食,expense,7478.0
614,2024,12,理賠/補助,income,3130.0
615,2024,12,代付,expense,3985.0
616,2024,12,洗滌,expense,250.0
617,2024,12,加油,expense,452.0
618,2024,12,日用品,expense,412.0
619,2024,12,通勤交通,expense,1212.0
620,2024,12,服飾配件,expense,9308.0
621,2024,12,清點差額,expense,359.0
622,2024,12,他人還款,income,4360.0
623,2024,12,美容美髮,expense,100.0
624,2024,12,網路購物,expense,104.0
625,2024,12,零用錢,income,28000.0
626,2024,12,學習,expense,5678.0
627,2024,12,利息/罰金,expense,200.0
628,2024,12,工資,income,22024.0
629,2024,12,租金,expense,34150.0
630,2024,12,取消交易,income,1180.0
631,2024,12,代理保管,income,1849.0
632,2024,12,保養維修,expense,350.0
633,2024,12,抖內,income,1000.0
634,2024,12,卡片儲值,expense,179.0
635,2024,12,停車費,expense,60.0
636,2024,12,清點差額,income,5.0
637,2024,12,圖書/考試,expense,17.0
638,2024,12,存款利息,income,1153.0
639,2024,12,網路雲端服務,expense,300.0
640,2024,12,現金回饋,income,442.0
641,2024,12,聚會,expense,345.0
642,2025,1,日用品,expense,4563.0
643,2025,1,飲食,expense,5573.0
644,2025,1,代付,expense,2587.0
645,2025,1,清點差額,expense,17.0
646,2025,1,洗滌,expense,160.0
647,2025,1,旅行,expense,627.0
648,2025,1,理賠/補助,income,2880.0
649,2025,1,停車費,expense,40.0
650,2025,1,他人還款,income,355.0
651,2025,1,零用錢,income,21000.0
652,2025,1,服飾配件,expense,600.0
653,2025,1,現金回饋,income,90.0
654,2025,1,圖書/考試,expense,1500.0
655,2025,1,加油,expense,100.0
656,2025,1,影印,expense,2.0
657,2025,1,網路雲端服務,expense,1288.0
658,2025,1,工資,income,22058.0
659,2025,1,通勤交通,expense,591.0
660,2025,1,卡片儲值,expense,122.0
661,2025,1,存款利息,income,270.0
662,2025,1,清點差額,income,10.0
663,2025,1,學習,expense,2839.0
664,2025,1,約會/請客,expense,20.0
665,2025,1,3C,expense,5268.0
666,2025,2,零用錢,income,115000.0
667,2025,2,飲食,expense,6059.0
668,2025,2,服飾配件,expense,1941.0
669,2025,2,理賠/補助,income,2880.0
670,2025,2,代付,expense,600.0
671,2025,2,他人還款,income,750.0
672,2025,2,抖內,income,5500.0
673,2025,2,日用品,expense,1816.0
674,2025,2,洗滌,expense,120.0
675,2025,2,美容美髮,expense,250.0
676,2025,2,清點差額,expense,35.0
677,2025,2,網路購物,expense,165.0
678,2025,2,3C,expense,719.0
679,2025,2,加油,expense,229.0
680,2025,2,清點差額,income,7.0
681,2025,2,約會/請客,expense,666.0
682,2025,2,網路雲端服務,expense,300.0
683,2025,2,通勤交通,expense,570.0
684,2025,2,存款利息,income,315.0
685,2025,2,學習,expense,2839.0
686,2025,2,現金回饋,income,7.0
687,2025,3,代付,expense,867.0
688,2025,3,零用錢,income,28100.0
689,2025,3,日用品,expense,198.0
690,2025,3,飲食,expense,8007.0
691,2025,3,理賠/補助,income,2880.0
692,2025,3,他人還款,income,624.0
693,2025,3,網路雲端服務,expense,1558.0
694,2025,3,洗滌,expense,300.0
695,2025,3,現金回饋,income,46.0
696,2025,3,網路購物,expense,350.0
697,2025,3,加油,expense,104.0
698,2025,3,影印,expense,30.0
699,2025,3,通勤交通,expense,400.0
700,2025,3,約會/請客,expense,472.0
701,2025,3,清點差額,income,40.0
702,2025,3,服飾配件,expense,1899.0
703,2025,3,股息,income,1151.0
704,2025,3,清點差額,expense,30.0
705,2025,3,醫療,expense,3358.0
706,2025,3,美容美髮,expense,150.0
707,2025,3,存款利息,income,335.0
708,2025,3,學習,expense,2839.0
709,2025,4,飲食,expense,8360.0
710,2025,4,理賠/補助,income,2880.0
711,2025,4,零用錢,income,21000.0
712,2025,4,抖內,income,500.0
713,2025,4,醫療,expense,570.0
714,2025,4,清點差額,expense,339.0
715,2025,4,代付,expense,2658.0
716,2025,4,他人還款,income,463.0
717,2025,4,日用品,expense,449.0
718,2025,4,要還錢/找零,expense,75.0
719,2025,4,約會/請客,expense,157.0
720,2025,4,服飾配件,expense,938.0
721,2025,4,洗滌,expense,80.0
722,2025,4,代理保管,income,10820.0
723,2025,4,加油,expense,232.0
724,2025,4,存款利息,income,391.0
725,2025,4,網路雲端服務,expense,90.0
726,2025,4,美容美髮,expense,150.0
727,2025,4,學習,expense,2839.0
728,2025,4,現金回饋,income,18.0
729,2025,5,網路雲端服務,expense,1288.0
730,2025,5,清點差額,expense,85.0
731,2025,5,飲食,expense,8471.0
